CODE,NAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,SOURCECOMMENT
DMA,Dominica,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,Unimmunized adults including health care workers. Health care workers also receive a 4th dose as a booster
DMA,Dominica,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M5,Unimmunized adults including health care workers. Health care workers also receive a 4th dose as a booster
DMA,Dominica,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,Unimmunized adults including health care workers. Health care workers also receive a 4th dose as a booster
DMA,Dominica,AMRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,All new borns
DMA,Dominica,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y10-Y12,Introduced in October 2019; females and males; and a 3rd dose given if older than 15 years
DMA,Dominica,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y18,and older adults 65 years and older
DMA,Dominica,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
DMA,Dominica,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
DMA,Dominica,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Adults with chronic conditions, residents living in long-term care facilities"
DMA,Dominica,AMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,M6-M35,
DMA,Dominica,AMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,,General/routine,NATIONAL,>Y3,
DMA,Dominica,AMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Children with chronic conditions
DMA,Dominica,AMRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,M2,0-12 months cohort
DMA,Dominica,AMRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M4,0-12 months cohort
DMA,Dominica,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12,Children under 2 years
DMA,Dominica,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M18,Children under 2 years
DMA,Dominica,AMRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,M6,Population 6 months to 12 years
DMA,Dominica,AMRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,M18,Population 6 months to 12 years
DMA,Dominica,AMRO,2023.0,OPV,OPV (Oral polio vaccine),5.0,,General/routine,NATIONAL,Y3,Population 6 months to 12 years
DMA,Dominica,AMRO,2023.0,OPV,OPV (Oral polio vaccine),6.0,,General/routine,NATIONAL,Y10-Y12,Population 6 months to 12 years
DMA,Dominica,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,1st contact,Unimmunized adults including pregnant women
DMA,Dominica,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M1,Unimmunized adults including pregnant women
DMA,Dominica,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,+M5,Unimmunized adults including pregnant women
DMA,Dominica,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,,General/routine,NATIONAL,+W4-W6,"all other persons if not covered dose one, +W4-W6, and +M6"
DMA,Dominica,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,,General/routine,NATIONAL,+M6,"all other persons if not covered dose one, +W4-W6, and +M6"
DMA,Dominica,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6.0,B_ADO_W,General/routine,NATIONAL,Y10-Y12,"Students moving on to high school in grade 6; and all other persons if not covered dose one, +W4-W6, and +M6"
DMA,Dominica,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,,General/routine,NATIONAL,1st contact,"all other persons if not covered dose one, +W4-W6, and +M6"
DMA,Dominica,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,Unimmunized adults including pregnant women
DMA,Dominica,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,Unimmunized adults including pregnant women
DMA,Dominica,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M5,Unimmunized adults including pregnant women
DMA,Dominica,AMRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,1st contact,Travellers to endemic countries
DNK,Denmark,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M3,
DNK,Denmark,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M5,
DNK,Denmark,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M12,
DNK,Denmark,EURO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,4.0,B_CHILD_W,General/routine,NATIONAL,Y5,
DNK,Denmark,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"risk groups (lives in a household with or is a sexual partner of a person with chronic hepatitis b, IV abuser, people with hepatitis C, down syndrome and others)"
DNK,Denmark,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,"risk groups (lives in a household with or is a sexual partner of a person with chronic hepatitis b, IV abuser, people with hepatitis C, down syndrome and others)"
DNK,Denmark,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M6,"risk groups (lives in a household with or is a sexual partner of a person with chronic hepatitis b, IV abuser, people with hepatitis C, down syndrome and others)"
DNK,Denmark,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B,Neonates of HBsAG positive mothers
DNK,Denmark,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,M1,Neonates of HBsAG positive mothers
DNK,Denmark,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,M2,Neonates of HBsAG positive mothers
DNK,Denmark,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,4.0,RISKGROUPS,Risk group(s),NATIONAL,M12,Neonates of HBsAG positive mothers
DNK,Denmark,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,CATCHUP_C,Catch-up children,NATIONAL,<=Y18,free vaccination up to the age of 18
DNK,Denmark,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M5-M13,"Females only up until August 2019; from September 2019 programme expanded to cover males born after July 2007 - 1st dose between Y12-Y14, second dose more than +M5 but less than +M13 (free vaccination up to the age of 18)."
DNK,Denmark,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y12-Y14,"Females only up until August 2019; from September 2019 programme expanded to cover males born after July 2007 - 1st dose between Y12-Y14, second dose more than +M5 but less than +M13 (free vaccination up to the age of 18)."
DNK,Denmark,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,Y65-Y84,
DNK,Denmark,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
DNK,Denmark,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women in second and third trimester
DNK,Denmark,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Adults with chronic conditions, residents living in long-term care facilities, other risk groups"
DNK,Denmark,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,Y2-Y6,
DNK,Denmark,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Children with chronic conditions
DNK,Denmark,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,Y4,
DNK,Denmark,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M15,
DNK,Denmark,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y18,"Recommended for all non-immune adults. Free of charge from April 1, 2018. Women of childbearing age not immune to Rubella demonstrated by antibody measurement. Given in the form of a single MFR."
DNK,Denmark,EURO,2023.0,MPOX,Mpox (monkeypox) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"MSM receiving PrEP for HIV. MSM who are not receiving PrEP against HIV, but meet the criteria for this. MSM with risk behavior within the last 12 weeks, Women or trans people who are part of the same networks as MSM at high risk and with a similar contact pattern."
DNK,Denmark,EURO,2023.0,MPOX,Mpox (monkeypox) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+D28,"MSM receiving PrEP for HIV. MSM who are not receiving PrEP against HIV, but meet the criteria for this. MSM with risk behavior within the last 12 weeks, Women or trans people who are part of the same networks as MSM at high risk and with a similar contact pattern."
DNK,Denmark,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M3,
DNK,Denmark,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M5,
DNK,Denmark,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M12,
DNK,Denmark,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,Risk groups not for free but a smaller co-payment
DNK,Denmark,EURO,2023.0,PCV20,PCV-20 (Pneumococcal conjugate vaccine 20-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,specific risk groups
DNK,Denmark,EURO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"Risk groups. If PCV13 is administrated 1st, 1st dose of PPV is at an interval of 8 weeks. A temporary vacination offer for everyone over 65 in the period of April 2020 until 31.12.2022. In 2023 it has become a recommended vaccine for certain risk groups but with a smaller co-payment"
DNK,Denmark,EURO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+Y6,"Risk groups. If PCV13 is administrated 1st, 1st dose of PPV is at an interval of 8 weeks. A temporary vacination offer for everyone over 65 in the period of April 2020 until 31.12.2022. In 2023 it has become a recommended vaccine for certain risk groups but with a smaller co-payment"
DNK,Denmark,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,,Introduced from November 2019 for pregnant women in their 2nd or 3rd trimester (temporary free vaccination offer against epidemic to be in effect until 31.3.2023). From 1.1 2024 it has been a permanent offer.
DOM,Dominican Republic,AMRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,
DOM,Dominican Republic,AMRO,2023.0,DTWP,DTwP (Whole cell) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,
DOM,Dominican Republic,AMRO,2023.0,DTWP,DTwP (Whole cell) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4,
DOM,Dominican Republic,AMRO,2023.0,DTWP,DTwP (Whole cell) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,M2,"Menores de un año solo a falta de Penta, refuerzos a los 18 meses y 4 años."
DOM,Dominican Republic,AMRO,2023.0,DTWP,DTwP (Whole cell) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,M4,"Menores de un año solo a falta de Penta, refuerzos a los 18 meses y 4 años."
DOM,Dominican Republic,AMRO,2023.0,DTWP,DTwP (Whole cell) vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,M6,"Menores de un año solo a falta de Penta, refuerzos a los 18 meses y 4 años."
DOM,Dominican Republic,AMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,M2,
DOM,Dominican Republic,AMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,M4,
DOM,Dominican Republic,AMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,M6,
DOM,Dominican Republic,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,HW,Health workers,NATIONAL,+M6,"Trabajadores de la salud, enfermos crónicos e inmunosuprimidos"
DOM,Dominican Republic,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,HW,Health workers,NATIONAL,+M1,"Trabajadores de la salud, enfermos crónicos e inmunosuprimidos"
DOM,Dominican Republic,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,HW,Health workers,NATIONAL,1st contact,"Trabajadores de la salud, enfermos crónicos e inmunosuprimidos"
DOM,Dominican Republic,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,"Trabajadores de la salud, enfermos crónicos e inmunosuprimidos"
DOM,Dominican Republic,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"Trabajadores de la salud, enfermos crónicos e inmunosuprimidos"
DOM,Dominican Republic,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M6,"Trabajadores de la salud, enfermos crónicos e inmunosuprimidos"
