coverage-data.xlsx
GROUP	CODE	NAME	YEAR	ANTIGEN	ANTIGEN_DESCRIPTION	COVERAGE_CATEGORY	COVERAGE_CATEGORY_DESCRIPTION	TARGET_NUMBER	DOSES	COVERAGE
COUNTRIES	AFG	Afghanistan	2005	TTETANUS	Total tetanus	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2005	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2004	CRS	Congenital rubella syndrome	per 10,000 live births	
COUNTRIES	AFG	Afghanistan	2004	DIPHTHERIA	Diphtheria	per 1,000,000 total population	1.1
COUNTRIES	AFG	Afghanistan	2004	MEASLES	Measles	per 1,000,000 total population	19.8
COUNTRIES	AFG	Afghanistan	2004	MUMPS	Mumps	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2004	NTETANUS	Neonatal tetanus	per 1,000 live births	0.1
COUNTRIES	AFG	Afghanistan	2004	PERTUSSIS	Pertussis	per 1,000,000 total population	23.7
COUNTRIES	AFG	Afghanistan	2004	POLIO	Poliomyelitis	per 1,000,000 <15 population	0.3
COUNTRIES	AFG	Afghanistan	2004	RUBELLA	Rubella	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2004	TTETANUS	Total tetanus	per 1,000,000 total population	3.4
COUNTRIES	AFG	Afghanistan	2004	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2003	CRS	Congenital rubella syndrome	per 10,000 live births	
COUNTRIES	AFG	Afghanistan	2003	DIPHTHERIA	Diphtheria	per 1,000,000 total population	3.5
COUNTRIES	AFG	Afghanistan	2003	MEASLES	Measles	per 1,000,000 total population	35.1
COUNTRIES	AFG	Afghanistan	2003	MUMPS	Mumps	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2003	NTETANUS	Neonatal tetanus	per 1,000 live births	0.1
COUNTRIES	AFG	Afghanistan	2003	PERTUSSIS	Pertussis	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2003	POLIO	Poliomyelitis	per 1,000,000 <15 population	0.7
COUNTRIES	AFG	Afghanistan	2003	RUBELLA	Rubella	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2003	TTETANUS	Total tetanus	per 1,000,000 total population	5.3
COUNTRIES	AFG	Afghanistan	2003	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2002	CRS	Congenital rubella syndrome	per 10,000 live births	
COUNTRIES	AFG	Afghanistan	2002	DIPHTHERIA	Diphtheria	per 1,000,000 total population	39.9
COUNTRIES	AFG	Afghanistan	2002	MEASLES	Measles	per 1,000,000 total population	116.3
COUNTRIES	AFG	Afghanistan	2002	MUMPS	Mumps	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2002	NTETANUS	Neonatal tetanus	per 1,000 live births	0.6
COUNTRIES	AFG	Afghanistan	2002	PERTUSSIS	Pertussis	per 1,000,000 total population	67.3
COUNTRIES	AFG	Afghanistan	2002	POLIO	Poliomyelitis	per 1,000,000 <15 population	0.9
COUNTRIES	AFG	Afghanistan	2002	RUBELLA	Rubella	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2002	TTETANUS	Total tetanus	per 1,000,000 total population	45.6
COUNTRIES	AFG	Afghanistan	2002	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2001	CRS	Congenital rubella syndrome	per 10,000 live births	
COUNTRIES	AFG	Afghanistan	2001	DIPHTHERIA	Diphtheria	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2001	MEASLES	Measles	per 1,000,000 total population	432
COUNTRIES	AFG	Afghanistan	2001	MUMPS	Mumps	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2001	NTETANUS	Neonatal tetanus	per 1,000 live births	0.2
COUNTRIES	AFG	Afghanistan	2001	PERTUSSIS	Pertussis	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2001	POLIO	Poliomyelitis	per 1,000,000 <15 population	1.1
COUNTRIES	AFG	Afghanistan	2001	RUBELLA	Rubella	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2001	TTETANUS	Total tetanus	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2001	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2000	CRS	Congenital rubella syndrome	per 10,000 live births	
COUNTRIES	AFG	Afghanistan	2000	DIPHTHERIA	Diphtheria	per 1,000,000 total population	4.2
COUNTRIES	AFG	Afghanistan	2000	MEASLES	Measles	per 1,000,000 total population	324.5
COUNTRIES	AFG	Afghanistan	2000	MUMPS	Mumps	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2000	NTETANUS	Neonatal tetanus	per 1,000 live births	0.1
COUNTRIES	AFG	Afghanistan	2000	PERTUSSIS	Pertussis	per 1,000,000 total population	44.5
COUNTRIES	AFG	Afghanistan	2000	POLIO	Poliomyelitis	per 1,000,000 <15 population	11.9
COUNTRIES	AFG	Afghanistan	2000	RUBELLA	Rubella	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2000	TTETANUS	Total tetanus	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	2000	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1999	CRS	Congenital rubella syndrome	per 10,000 live births	
COUNTRIES	AFG	Afghanistan	1999	DIPHTHERIA	Diphtheria	per 1,000,000 total population	14.9
COUNTRIES	AFG	Afghanistan	1999	MEASLES	Measles	per 1,000,000 total population	181.5
COUNTRIES	AFG	Afghanistan	1999	MUMPS	Mumps	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1999	NTETANUS	Neonatal tetanus	per 1,000 live births	0.1
COUNTRIES	AFG	Afghanistan	1999	PERTUSSIS	Pertussis	per 1,000,000 total population	79.5
COUNTRIES	AFG	Afghanistan	1999	POLIO	Poliomyelitis	per 1,000,000 <15 population	
COUNTRIES	AFG	Afghanistan	1999	RUBELLA	Rubella	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1999	TTETANUS	Total tetanus	per 1,000,000 total population	11.1
COUNTRIES	AFG	Afghanistan	1999	YFEVER	Yellow fever	per 1,000,000 total population	0
COUNTRIES	AFG	Afghanistan	1998	DIPHTHERIA	Diphtheria	per 1,000,000 total population	4.4
COUNTRIES	AFG	Afghanistan	1998	MEASLES	Measles	per 1,000,000 total population	115.1
COUNTRIES	AFG	Afghanistan	1998	NTETANUS	Neonatal tetanus	per 1,000 live births	0.3
COUNTRIES	AFG	Afghanistan	1998	PERTUSSIS	Pertussis	per 1,000,000 total population	46.8
COUNTRIES	AFG	Afghanistan	1998	POLIO	Poliomyelitis	per 1,000,000 <15 population	
COUNTRIES	AFG	Afghanistan	1998	TTETANUS	Total tetanus	per 1,000,000 total population	20
COUNTRIES	AFG	Afghanistan	1998	YFEVER	Yellow fever	per 1,000,000 total population	0
COUNTRIES	AFG	Afghanistan	1997	DIPHTHERIA	Diphtheria	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1997	MEASLES	Measles	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1997	NTETANUS	Neonatal tetanus	per 1,000 live births	
COUNTRIES	AFG	Afghanistan	1997	PERTUSSIS	Pertussis	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1997	POLIO	Poliomyelitis	per 1,000,000 <15 population	
COUNTRIES	AFG	Afghanistan	1997	TTETANUS	Total tetanus	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1997	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1996	DIPHTHERIA	Diphtheria	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1996	MEASLES	Measles	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1996	NTETANUS	Neonatal tetanus	per 1,000 live births	
COUNTRIES	AFG	Afghanistan	1996	PERTUSSIS	Pertussis	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1996	POLIO	Poliomyelitis	per 1,000,000 <15 population	
COUNTRIES	AFG	Afghanistan	1996	TTETANUS	Total tetanus	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1996	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1995	DIPHTHERIA	Diphtheria	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1995	MEASLES	Measles	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1995	NTETANUS	Neonatal tetanus	per 1,000 live births	
COUNTRIES	AFG	Afghanistan	1995	PERTUSSIS	Pertussis	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1995	POLIO	Poliomyelitis	per 1,000,000 <15 population	
COUNTRIES	AFG	Afghanistan	1995	TTETANUS	Total tetanus	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1995	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1994	DIPHTHERIA	Diphtheria	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1994	MEASLES	Measles	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1994	NTETANUS	Neonatal tetanus	per 1,000 live births	
COUNTRIES	AFG	Afghanistan	1994	PERTUSSIS	Pertussis	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1994	POLIO	Poliomyelitis	per 1,000,000 <15 population	
COUNTRIES	AFG	Afghanistan	1994	TTETANUS	Total tetanus	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1994	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1993	DIPHTHERIA	Diphtheria	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1993	MEASLES	Measles	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1993	NTETANUS	Neonatal tetanus	per 1,000 live births	
COUNTRIES	AFG	Afghanistan	1993	PERTUSSIS	Pertussis	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1993	POLIO	Poliomyelitis	per 1,000,000 <15 population	
COUNTRIES	AFG	Afghanistan	1993	TTETANUS	Total tetanus	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1993	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1992	DIPHTHERIA	Diphtheria	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1992	MEASLES	Measles	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1992	NTETANUS	Neonatal tetanus	per 1,000 live births	
COUNTRIES	AFG	Afghanistan	1992	PERTUSSIS	Pertussis	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1992	POLIO	Poliomyelitis	per 1,000,000 <15 population	
COUNTRIES	AFG	Afghanistan	1992	TTETANUS	Total tetanus	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1992	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1991	DIPHTHERIA	Diphtheria	per 1,000,000 total population	1.7
COUNTRIES	AFG	Afghanistan	1991	MEASLES	Measles	per 1,000,000 total population	64.7
COUNTRIES	AFG	Afghanistan	1991	NTETANUS	Neonatal tetanus	per 1,000 live births	0
COUNTRIES	AFG	Afghanistan	1991	PERTUSSIS	Pertussis	per 1,000,000 total population	44.2
COUNTRIES	AFG	Afghanistan	1991	POLIO	Poliomyelitis	per 1,000,000 <15 population	
COUNTRIES	AFG	Afghanistan	1991	TTETANUS	Total tetanus	per 1,000,000 total population	0.2
COUNTRIES	AFG	Afghanistan	1991	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1990	DIPHTHERIA	Diphtheria	per 1,000,000 total population	30.6
COUNTRIES	AFG	Afghanistan	1990	MEASLES	Measles	per 1,000,000 total population	133.6
COUNTRIES	AFG	Afghanistan	1990	NTETANUS	Neonatal tetanus	per 1,000 live births	0
COUNTRIES	AFG	Afghanistan	1990	PERTUSSIS	Pertussis	per 1,000,000 total population	34.1
COUNTRIES	AFG	Afghanistan	1990	POLIO	Poliomyelitis	per 1,000,000 <15 population	
COUNTRIES	AFG	Afghanistan	1990	TTETANUS	Total tetanus	per 1,000,000 total population	10.9
COUNTRIES	AFG	Afghanistan	1990	YFEVER	Yellow fever	per 1,000,000 total population	
COUNTRIES	AFG	Afghanistan	1989	DIPHTHERIA	Diphtheria	per 1,000,000 total population	24.1

reported-cases-data.xlsx
GROUP	CODE	NAME	YEAR	DISEASE	DISEASE_DESCRIPTION	CASES
COUNTRIES	ABW	Aruba	2023	CRS	Congenital rubella syndrome	0
COUNTRIES	ABW	Aruba	2023	DIPHTHERIA	Diphtheria	0
COUNTRIES	ABW	Aruba	2023	INVASIVE_MENING	Invasive meningococcal disease	1
COUNTRIES	ABW	Aruba	2023	MEASLES	Measles	
COUNTRIES	ABW	Aruba	2023	MUMPS	Mumps	0
COUNTRIES	ABW	Aruba	2023	NTETANUS	Neonatal tetanus	0
COUNTRIES	ABW	Aruba	2023	PERTUSSIS	Pertussis	1
COUNTRIES	ABW	Aruba	2023	POLIO	Poliomyelitis	0
COUNTRIES	ABW	Aruba	2023	RUBELLA	Rubella	
COUNTRIES	ABW	Aruba	2023	TTETANUS	Total tetanus	0
COUNTRIES	ABW	Aruba	2023	TYPHOID	Typhoid	0
COUNTRIES	ABW	Aruba	2023	YFEVER	Yellow fever	0
COUNTRIES	ABW	Aruba	2022	CRS	Congenital rubella syndrome	0
COUNTRIES	ABW	Aruba	2022	DIPHTHERIA	Diphtheria	0
COUNTRIES	ABW	Aruba	2022	INVASIVE_MENING	Invasive meningococcal disease	2
COUNTRIES	ABW	Aruba	2022	MEASLES	Measles	0
COUNTRIES	ABW	Aruba	2022	MUMPS	Mumps	2
COUNTRIES	ABW	Aruba	2022	NTETANUS	Neonatal tetanus	0
COUNTRIES	ABW	Aruba	2022	PERTUSSIS	Pertussis	0
COUNTRIES	ABW	Aruba	2022	POLIO	Poliomyelitis	0
COUNTRIES	ABW	Aruba	2022	RUBELLA	Rubella	0
COUNTRIES	ABW	Aruba	2022	TTETANUS	Total tetanus	0
COUNTRIES	ABW	Aruba	2022	TYPHOID	Typhoid	0
COUNTRIES	ABW	Aruba	2022	YFEVER	Yellow fever	0
COUNTRIES	ABW	Aruba	2021	CRS	Congenital rubella syndrome	0
COUNTRIES	ABW	Aruba	2021	DIPHTHERIA	Diphtheria	0
COUNTRIES	ABW	Aruba	2021	INVASIVE_MENING	Invasive meningococcal disease	0
COUNTRIES	ABW	Aruba	2021	MEASLES	Measles	0
COUNTRIES	ABW	Aruba	2021	MUMPS	Mumps	0
COUNTRIES	ABW	Aruba	2021	NTETANUS	Neonatal tetanus	0
COUNTRIES	ABW	Aruba	2021	PERTUSSIS	Pertussis	0
COUNTRIES	ABW	Aruba	2021	POLIO	Poliomyelitis	0
COUNTRIES	ABW	Aruba	2021	RUBELLA	Rubella	0
COUNTRIES	ABW	Aruba	2021	TTETANUS	Total tetanus	0
COUNTRIES	ABW	Aruba	2021	TYPHOID	Typhoid	0
COUNTRIES	ABW	Aruba	2021	YFEVER	Yellow fever	0
COUNTRIES	ABW	Aruba	2019	CRS	Congenital rubella syndrome	0
COUNTRIES	ABW	Aruba	2019	DIPHTHERIA	Diphtheria	0
COUNTRIES	ABW	Aruba	2019	JAPENC	Japanese encephalitis	
COUNTRIES	ABW	Aruba	2019	MEASLES	Measles	1
COUNTRIES	ABW	Aruba	2019	MUMPS	Mumps	1
COUNTRIES	ABW	Aruba	2019	NTETANUS	Neonatal tetanus	0
COUNTRIES	ABW	Aruba	2019	PERTUSSIS	Pertussis	0
COUNTRIES	ABW	Aruba	2019	POLIO	Poliomyelitis	0
COUNTRIES	ABW	Aruba	2019	RUBELLA	Rubella	0
COUNTRIES	ABW	Aruba	2019	TYPHOID	Typhoid	0
COUNTRIES	ABW	Aruba	2019	YFEVER	Yellow fever	0
COUNTRIES	ABW	Aruba	2018	CRS	Congenital rubella syndrome	0
COUNTRIES	ABW	Aruba	2018	DIPHTHERIA	Diphtheria	0
COUNTRIES	ABW	Aruba	2018	JAPENC	Japanese encephalitis	
COUNTRIES	ABW	Aruba	2018	MEASLES	Measles	0
COUNTRIES	ABW	Aruba	2018	MUMPS	Mumps	5
COUNTRIES	ABW	Aruba	2018	NTETANUS	Neonatal tetanus	0
COUNTRIES	ABW	Aruba	2018	PERTUSSIS	Pertussis	1
COUNTRIES	ABW	Aruba	2018	POLIO	Poliomyelitis	0
COUNTRIES	ABW	Aruba	2018	RUBELLA	Rubella	0
COUNTRIES	ABW	Aruba	2018	TTETANUS	Total tetanus	0
COUNTRIES	ABW	Aruba	2018	TYPHOID	Typhoid	0
COUNTRIES	ABW	Aruba	2018	YFEVER	Yellow fever	0
COUNTRIES	ABW	Aruba	2017	CRS	Congenital rubella syndrome	0
COUNTRIES	ABW	Aruba	2017	DIPHTHERIA	Diphtheria	0
COUNTRIES	ABW	Aruba	2017	MEASLES	Measles	0
COUNTRIES	ABW	Aruba	2017	MUMPS	Mumps	1
COUNTRIES	ABW	Aruba	2017	NTETANUS	Neonatal tetanus	0
COUNTRIES	ABW	Aruba	2017	PERTUSSIS	Pertussis	1
COUNTRIES	ABW	Aruba	2017	RUBELLA	Rubella	0
COUNTRIES	ABW	Aruba	2017	YFEVER	Yellow fever	0
COUNTRIES	AFG	Afghanistan	2023	CRS	Congenital rubella syndrome	594
COUNTRIES	AFG	Afghanistan	2023	DIPHTHERIA	Diphtheria	61
COUNTRIES	AFG	Afghanistan	2023	INVASIVE_MENING	Invasive meningococcal disease	
COUNTRIES	AFG	Afghanistan	2023	JAPENC	Japanese encephalitis	
COUNTRIES	AFG	Afghanistan	2023	MEASLES	Measles	2792
COUNTRIES	AFG	Afghanistan	2023	MUMPS	Mumps	
COUNTRIES	AFG	Afghanistan	2023	NTETANUS	Neonatal tetanus	31
COUNTRIES	AFG	Afghanistan	2023	PERTUSSIS	Pertussis	1531
COUNTRIES	AFG	Afghanistan	2023	POLIO	Poliomyelitis	6
COUNTRIES	AFG	Afghanistan	2023	RUBELLA	Rubella	444
COUNTRIES	AFG	Afghanistan	2023	TTETANUS	Total tetanus	87
COUNTRIES	AFG	Afghanistan	2023	TYPHOID	Typhoid	
COUNTRIES	AFG	Afghanistan	2023	YFEVER	Yellow fever	
COUNTRIES	AFG	Afghanistan	2022	CRS	Congenital rubella syndrome	803
COUNTRIES	AFG	Afghanistan	2022	DIPHTHERIA	Diphtheria	50
COUNTRIES	AFG	Afghanistan	2022	INVASIVE_MENING	Invasive meningococcal disease	
COUNTRIES	AFG	Afghanistan	2022	JAPENC	Japanese encephalitis	
COUNTRIES	AFG	Afghanistan	2022	MEASLES	Measles	5166
COUNTRIES	AFG	Afghanistan	2022	MUMPS	Mumps	
COUNTRIES	AFG	Afghanistan	2022	NTETANUS	Neonatal tetanus	20
COUNTRIES	AFG	Afghanistan	2022	PERTUSSIS	Pertussis	331
COUNTRIES	AFG	Afghanistan	2022	POLIO	Poliomyelitis	
COUNTRIES	AFG	Afghanistan	2022	RUBELLA	Rubella	195
COUNTRIES	AFG	Afghanistan	2022	TTETANUS	Total tetanus	48
COUNTRIES	AFG	Afghanistan	2022	TYPHOID	Typhoid	0
COUNTRIES	AFG	Afghanistan	2022	YFEVER	Yellow fever	
COUNTRIES	AFG	Afghanistan	2021	CRS	Congenital rubella syndrome	54
COUNTRIES	AFG	Afghanistan	2021	DIPHTHERIA	Diphtheria	61
COUNTRIES	AFG	Afghanistan	2021	INVASIVE_MENING	Invasive meningococcal disease	
COUNTRIES	AFG	Afghanistan	2021	JAPENC	Japanese encephalitis	
COUNTRIES	AFG	Afghanistan	2021	MEASLES	Measles	2900
COUNTRIES	AFG	Afghanistan	2021	MUMPS	Mumps	
COUNTRIES	AFG	Afghanistan	2021	NTETANUS	Neonatal tetanus	3030
COUNTRIES	AFG	Afghanistan	2021	PERTUSSIS	Pertussis	108
COUNTRIES	AFG	Afghanistan	2021	POLIO	Poliomyelitis	43
COUNTRIES	AFG	Afghanistan	2021	RUBELLA	Rubella	46
COUNTRIES	AFG	Afghanistan	2021	TTETANUS	Total tetanus	3070
COUNTRIES	AFG	Afghanistan	2021	TYPHOID	Typhoid	
COUNTRIES	AFG	Afghanistan	2021	YFEVER	Yellow fever	
COUNTRIES	AFG	Afghanistan	2020	CRS	Congenital rubella syndrome	649
COUNTRIES	AFG	Afghanistan	2020	DIPHTHERIA	Diphtheria	
COUNTRIES	AFG	Afghanistan	2020	INVASIVE_MENING	Invasive meningococcal disease	161
COUNTRIES	AFG	Afghanistan	2020	JAPENC	Japanese encephalitis	
COUNTRIES	AFG	Afghanistan	2020	MEASLES	Measles	640
COUNTRIES	AFG	Afghanistan	2020	MUMPS	Mumps	
COUNTRIES	AFG	Afghanistan	2020	NTETANUS	Neonatal tetanus	70
COUNTRIES	AFG	Afghanistan	2020	PERTUSSIS	Pertussis	
COUNTRIES	AFG	Afghanistan	2020	POLIO	Poliomyelitis	308
COUNTRIES	AFG	Afghanistan	2020	RUBELLA	Rubella	23
COUNTRIES	AFG	Afghanistan	2020	TTETANUS	Total tetanus	70
COUNTRIES	AFG	Afghanistan	2020	TYPHOID	Typhoid	
COUNTRIES	AFG	Afghanistan	2020	YFEVER	Yellow fever	
COUNTRIES	AFG	Afghanistan	2019	CRS	Congenital rubella syndrome	
COUNTRIES	AFG	Afghanistan	2019	DIPHTHERIA	Diphtheria	
COUNTRIES	AFG	Afghanistan	2019	JAPENC	Japanese encephalitis	
COUNTRIES	AFG	Afghanistan	2019	MEASLES	Measles	353
COUNTRIES	AFG	Afghanistan	2019	MUMPS	Mumps	
COUNTRIES	AFG	Afghanistan	2019	NTETANUS	Neonatal tetanus	20
COUNTRIES	AFG	Afghanistan	2019	PERTUSSIS	Pertussis	
COUNTRIES	AFG	Afghanistan	2019	POLIO	Poliomyelitis	0
COUNTRIES	AFG	Afghanistan	2019	RUBELLA	Rubella	59
COUNTRIES	AFG	Afghanistan	2019	TTETANUS	Total tetanus	
COUNTRIES	AFG	Afghanistan	2019	TYPHOID	Typhoid	
COUNTRIES	AFG	Afghanistan	2019	YFEVER	Yellow fever	
COUNTRIES	AFG	Afghanistan	2018	CRS	Congenital rubella syndrome	
COUNTRIES	AFG	Afghanistan	2018	DIPHTHERIA	Diphtheria	3
COUNTRIES	AFG	Afghanistan	2018	JAPENC	Japanese encephalitis	
COUNTRIES	AFG	Afghanistan	2018	MEASLES	Measles	2012
COUNTRIES	AFG	Afghanistan	2018	MUMPS	Mumps	
COUNTRIES	AFG	Afghanistan	2018	NTETANUS	Neonatal tetanus	53
COUNTRIES	AFG	Afghanistan	2018	PERTUSSIS	Pertussis	488
COUNTRIES	AFG	Afghanistan	2018	POLIO	Poliomyelitis	21
COUNTRIES	AFG	Afghanistan	2018	RUBELLA	Rubella	37
COUNTRIES	AFG	Afghanistan	2018	TTETANUS	Total tetanus	53
COUNTRIES	AFG	Afghanistan	2018	TYPHOID	Typhoid	
COUNTRIES	AFG	Afghanistan	2018	YFEVER	Yellow fever	
COUNTRIES	AFG	Afghanistan	2017	CRS	Congenital rubella syndrome	
COUNTRIES	AFG	Afghanistan	2017	DIPHTHERIA	Diphtheria	1
COUNTRIES	AFG	Afghanistan	2017	JAPENC	Japanese encephalitis	
COUNTRIES	AFG	Afghanistan	2017	MEASLES	Measles	1511
COUNTRIES	AFG	Afghanistan	2017	MUMPS	Mumps	
COUNTRIES	AFG	Afghanistan	2017	NTETANUS	Neonatal tetanus	
COUNTRIES	AFG	Afghanistan	2017	PERTUSSIS	Pertussis	1
COUNTRIES	AFG	Afghanistan	2017	POLIO	Poliomyelitis	14
COUNTRIES	AFG	Afghanistan	2017	RUBELLA	Rubella	53
COUNTRIES	AFG	Afghanistan	2017	TTETANUS	Total tetanus	
COUNTRIES	AFG	Afghanistan	2017	YFEVER	Yellow fever	
COUNTRIES	AFG	Afghanistan	2016	CRS	Congenital rubella syndrome	
COUNTRIES	AFG	Afghanistan	2016	DIPHTHERIA	Diphtheria	
COUNTRIES	AFG	Afghanistan	2016	JAPENC	Japanese encephalitis	
COUNTRIES	AFG	Afghanistan	2016	MEASLES	Measles	638
COUNTRIES	AFG	Afghanistan	2016	MUMPS	Mumps	29
COUNTRIES	AFG	Afghanistan	2016	NTETANUS	Neonatal tetanus	4
COUNTRIES	AFG	Afghanistan	2016	PERTUSSIS	Pertussis	0
COUNTRIES	AFG	Afghanistan	2016	POLIO	Poliomyelitis	13
COUNTRIES	AFG	Afghanistan	2016	RUBELLA	Rubella	42
COUNTRIES	AFG	Afghanistan	2016	TTETANUS	Total tetanus	37
COUNTRIES	AFG	Afghanistan	2016	YFEVER	Yellow fever	
COUNTRIES	AFG	Afghanistan	2015	CRS	Congenital rubella syndrome	0
COUNTRIES	AFG	Afghanistan	2015	DIPHTHERIA	Diphtheria	0
COUNTRIES	AFG	Afghanistan	2015	JAPENC	Japanese encephalitis	0
COUNTRIES	AFG	Afghanistan	2015	MEASLES	Measles	1154
COUNTRIES	AFG	Afghanistan	2015	MUMPS	Mumps	
COUNTRIES	AFG	Afghanistan	2015	NTETANUS	Neonatal tetanus	12
COUNTRIES	AFG	Afghanistan	2015	PERTUSSIS	Pertussis	432
COUNTRIES	AFG	Afghanistan	2015	POLIO	Poliomyelitis	20
COUNTRIES	AFG	Afghanistan	2015	RUBELLA	Rubella	59
COUNTRIES	AFG	Afghanistan	2015	TTETANUS	Total tetanus	74
COUNTRIES	AFG	Afghanistan	2015	YFEVER	Yellow fever	0
COUNTRIES	AFG	Afghanistan	2014	CRS	Congenital rubella syndrome	0
COUNTRIES	AFG	Afghanistan	2014	DIPHTHERIA	Diphtheria	0
COUNTRIES	AFG	Afghanistan	2014	JAPENC	Japanese encephalitis	
COUNTRIES	AFG	Afghanistan	2014	MEASLES	Measles	492
COUNTRIES	AFG	Afghanistan	2014	MUMPS	Mumps	0
COUNTRIES	AFG	Afghanistan	2014	NTETANUS	Neonatal tetanus	17
COUNTRIES	AFG	Afghanistan	2014	PERTUSSIS	Pertussis	0
COUNTRIES	AFG	Afghanistan	2014	POLIO	Poliomyelitis	28
COUNTRIES	AFG	Afghanistan	2014	RUBELLA	Rubella	43
COUNTRIES	AFG	Afghanistan	2014	TTETANUS	Total tetanus	39
COUNTRIES	AFG	Afghanistan	2014	YFEVER	Yellow fever	
COUNTRIES	AFG	Afghanistan	2013	CRS	Congenital rubella syndrome	0
COUNTRIES	AFG	Afghanistan	2013	DIPHTHERIA	Diphtheria	0
COUNTRIES	AFG	Afghanistan	2013	JAPENC	Japanese encephalitis	0
COUNTRIES	AFG	Afghanistan	2013	MEASLES	Measles	430
COUNTRIES	AFG	Afghanistan	2013	MUMPS	Mumps	0
COUNTRIES	AFG	Afghanistan	2013	NTETANUS	Neonatal tetanus	13
COUNTRIES	AFG	Afghanistan	2013	PERTUSSIS	Pertussis	371
COUNTRIES	AFG	Afghanistan	2013	POLIO	Poliomyelitis	17
COUNTRIES	AFG	Afghanistan	2013	RUBELLA	Rubella	367
COUNTRIES	AFG	Afghanistan	2013	TTETANUS	Total tetanus	24
COUNTRIES	AFG	Afghanistan	2013	YFEVER	Yellow fever	0
COUNTRIES	AFG	Afghanistan	2012	CRS	Congenital rubella syndrome	
COUNTRIES	AFG	Afghanistan	2012	DIPHTHERIA	Diphtheria	0
COUNTRIES	AFG	Afghanistan	2012	JAPENC	Japanese encephalitis	
COUNTRIES	AFG	Afghanistan	2012	MEASLES	Measles	2787
COUNTRIES	AFG	Afghanistan	2012	MUMPS	Mumps	
COUNTRIES	AFG	Afghanistan	2012	NTETANUS	Neonatal tetanus	21
